distance_km,time_of_day,day_of_week,past_donations_count,days_since_last_donation,blood_group_match,request_urgency,avg_response_time,responded
4.8815059585618705,19,3,1,112,0,0,10.84,0
2.009094006256505,18,2,4,155,0,1,9.7,1
0.32834032902391447,20,4,2,243,0,2,13.51,0
1.8624417520517687,6,6,2,629,1,0,12.49,0
1.9665710659206568,23,4,3,491,1,0,12.49,1
6.539378919788704,12,3,1,654,1,1,13.7,0
5.0744467946300995,17,3,3,134,1,1,12.86,1
10.911259562007574,22,1,3,400,0,1,8.96,0
3.195330666881549,13,1,10,92,0,1,8.56,1
0.6368619680775095,0,4,2,498,0,2,11.43,0
6.245631721582997,6,5,2,55,1,0,12.52,1
7.151963765384321,7,5,3,669,1,0,10.4,0
4.119437474429144,17,1,9,30,0,0,6.23,1
7.369449833606822,8,2,3,123,1,0,12.06,0
3.4040736575513897,0,0,2,481,1,2,13.87,1
3.698394193886335,21,4,2,41,1,2,14.2,0
2.789070969542137,16,0,2,707,1,2,13.27,1
0.12873886995056866,18,1,2,327,0,0,11.21,0
0.5708371759593291,5,3,2,449,0,1,13.14,0
0.1596684064652691,2,6,4,608,0,0,11.28,0
5.0586477546377475,23,4,1,196,0,2,13.32,0
1.8869835439754992,4,1,0,283,1,0,15.07,1
3.5521858856709505,1,2,2,600,1,0,9.85,0
11.906327649229878,19,6,7,323,1,2,4.35,0
1.4336941149164917,3,4,2,173,0,1,14.78,0
2.641409874413363,9,4,2,238,0,2,12.14,0
7.043745737692917,9,5,3,255,1,0,12.43,0
1.2990257845869702,23,3,3,487,1,2,9.86,1
0.40052139275088183,20,4,2,313,1,1,14.92,1
1.7107015194352853,10,3,4,632,1,1,11.5,1
0.8790417925003142,15,1,5,515,1,1,9.64,1
13.274750429403124,16,2,4,140,1,1,11.37,0
8.254435402422848,15,6,2,379,1,0,8.92,1
5.017470952602655,6,6,5,362,1,0,10.75,1
10.257598652604065,15,2,2,109,1,1,15.37,0
8.139844703702781,2,4,2,415,0,1,13.03,0
1.0324773817931954,15,4,4,433,0,0,11.17,0
11.154067026177806,7,1,4,357,0,0,10.17,0
3.87549950983086,11,5,2,323,0,1,14.57,1
8.23674145651783,2,5,6,523,0,0,11.66,0
11.321213246431157,16,5,3,213,1,0,10.74,0
1.9136535820915923,20,3,7,241,1,2,9.12,1
0.5829608006192541,17,5,1,280,1,0,13.66,0
1.2934337306969068,10,2,1,196,1,0,14.0,0
2.785288463743072,3,6,2,572,0,0,10.85,0
8.519148633194725,15,6,0,692,0,0,16.29,0
9.856724859399167,16,3,4,191,1,0,11.93,0
0.03488204590825324,8,1,5,637,1,2,12.4,1
3.574380796692779,5,2,2,302,0,1,10.17,1
2.7013666045933564,23,6,1,565,1,0,11.09,0
1.2558366913791223,19,2,2,448,1,0,16.52,0
0.638401957728234,1,6,9,659,0,1,9.09,1
2.059542899312162,8,0,3,436,0,0,9.97,1
14.315605613455748,20,1,2,421,1,2,14.14,0
1.951919014407372,5,1,6,467,1,0,8.27,0
3.6572640288007596,2,0,5,116,0,1,6.6,0
6.070434884404275,19,3,1,434,0,1,9.0,0
2.259872494834812,5,6,1,304,1,2,13.16,0
17.8389906914585,6,6,4,444,0,0,13.92,0
16.41004932270699,0,6,0,591,1,1,17.04,0
1.4503064749610264,22,5,1,356,0,0,15.72,0
3.438296392319236,0,5,1,141,0,2,14.86,0
1.7896523003952338,4,5,2,331,0,0,13.03,0
1.6762483819054086,5,5,6,165,1,0,11.5,1
0.18792238882761267,12,5,2,362,1,1,8.38,1
4.702460354912966,1,0,8,32,1,0,9.58,0
3.4925981641481925,14,1,2,191,1,0,10.16,0
0.2642554369019624,14,3,1,541,1,0,11.37,1
1.6331296050518467,12,2,3,106,1,0,12.99,1
11.944304755446701,13,5,2,214,0,2,14.26,0
1.3693027607103851,21,0,2,599,1,0,11.18,0
0.7826543049273488,6,6,1,509,1,1,14.49,0
3.3613605473681814,13,3,4,192,1,2,11.93,0
21.2201849130763,23,3,3,50,1,0,10.98,0
1.3857240677986309,9,3,1,606,1,0,13.51,0
5.575775051486467,16,0,2,607,1,0,16.56,0
7.169438131197314,13,2,2,327,1,2,11.84,0
1.356665861679029,7,5,2,328,1,2,11.91,0
6.513744642461581,3,3,4,311,0,0,11.1,0
2.29261399632152,15,0,8,501,1,0,7.23,1
5.002518738658857,23,6,5,439,1,2,11.58,1
5.019189135688191,12,1,2,421,1,1,15.34,0
3.836926249761744,21,6,4,716,1,1,10.31,0
0.47314579405810475,19,0,2,194,1,1,10.69,0
9.018223971231485,17,0,3,111,1,1,15.55,0
1.9340514683369832,13,0,3,687,0,2,11.84,0
1.0321605330377828,17,3,6,193,0,2,5.79,1
0.208148798971726,4,0,7,133,1,2,12.12,1
4.468892022972917,8,1,3,159,1,2,13.85,0
5.659258671336744,2,3,3,625,0,0,14.8,0
0.0836347377923531,7,6,2,149,0,0,15.27,1
3.588152922747442,19,1,2,288,0,2,17.69,0
1.2841207352747883,21,4,1,133,1,0,11.13,1
5.18062170773846,9,6,4,393,1,1,9.21,0
0.9580211126956688,21,0,3,575,0,2,10.62,1
5.8710626378385955,18,5,1,398,1,0,12.16,0
2.4447935049055087,20,5,4,715,0,0,11.05,1
13.801719089021535,2,3,1,355,1,0,12.22,0
0.7397220671963947,10,5,5,214,0,0,7.62,1
2.085662169975859,10,6,4,423,1,1,9.05,0
0.6022214251849821,16,3,3,373,0,0,11.01,1
12.930951985753618,15,6,5,559,1,2,12.29,0
10.491668535804969,6,0,0,446,1,0,12.85,0
1.4916368503074446,3,2,1,260,0,1,14.82,1
5.393813695219572,22,2,1,164,0,0,10.56,0
8.497420363196106,18,1,4,74,0,1,4.4,0
4.05066180343254,11,0,2,653,1,0,12.13,0
3.77139705096973,14,5,6,521,0,0,7.98,1
1.3843852271895156,10,0,1,624,1,1,11.44,0
0.48863070237470363,4,4,4,451,1,2,8.8,1
11.375616125972615,4,2,4,580,0,0,9.38,0
11.533872138242135,14,5,1,174,0,0,11.23,0
5.0133495974144235,17,6,2,346,1,1,10.61,0
2.0702325490566196,10,6,3,592,0,2,8.88,0
2.1478380790582197,11,2,8,322,0,0,3.34,1
6.472327148635591,1,0,0,608,1,0,9.58,0
11.370486745536262,19,5,1,565,0,0,18.12,0
10.905662846983066,14,1,3,663,1,0,11.47,0
7.5678109596545164,19,6,1,495,0,0,16.25,0
5.1365534678385245,3,0,4,78,1,0,10.44,1
0.43945863098042026,21,1,4,690,1,0,10.51,1
0.8814710734170574,17,5,0,488,1,0,14.61,0
11.441152500887528,5,2,1,726,0,0,14.48,0
4.662469734827948,22,4,6,454,0,0,6.71,0
0.04619802805497204,18,3,5,686,1,0,9.24,0
0.5349845071797467,10,2,2,690,0,0,13.01,0
5.4458119364512045,23,1,3,97,1,0,7.73,0
0.025372185258985012,1,0,7,538,0,0,10.99,1
0.8765790805209952,7,6,1,239,1,2,15.33,1
3.9784892306946587,10,5,4,329,0,0,6.6,1
5.8865764332740635,4,2,3,153,1,1,9.84,0
5.277207410676244,17,6,2,321,1,0,12.61,0
1.2697493365401225,22,6,2,450,0,0,14.08,0
6.227086444492694,17,4,3,79,0,1,14.65,0
1.3541187952640297,13,5,6,212,1,0,7.93,1
1.9681745445904222,21,1,4,276,1,0,15.48,0
6.861787758328953,9,5,1,117,1,0,13.1,0
5.24386907151384,2,5,3,679,1,0,11.15,0
9.459780387317005,8,0,3,579,0,0,12.72,0
5.359066440848812,2,3,1,590,1,1,13.82,0
4.200221527936287,10,6,2,101,1,0,12.91,0
0.49178530724205244,11,1,1,585,1,2,17.19,0
2.2920815360351003,11,0,2,320,0,0,12.89,0
1.5408007392941558,2,6,4,533,1,0,8.83,1
1.3985010183121063,20,3,0,657,0,2,12.32,0
18.06154703081463,6,0,2,690,0,0,15.35,0
2.4969374852001187,13,3,0,342,1,2,15.37,0
11.130276056242614,23,3,5,317,1,0,6.89,0
4.986671928682416,10,3,1,537,0,0,9.99,1
7.919126263441999,6,0,1,100,1,0,13.25,0
3.492176621943852,20,5,1,190,1,0,14.43,1
4.300779513207925,9,3,5,156,0,1,8.64,1
3.391467166708467,10,5,2,485,1,0,9.04,0
1.0860744766261925,14,6,2,711,0,0,10.15,0
6.408809015329019,18,6,2,558,0,0,15.69,0
1.6478868418313146,15,1,1,333,0,0,14.19,0
0.12308240540344308,21,4,2,519,1,2,14.4,0
5.18484393147637,20,5,1,268,0,0,15.53,0
0.9746678511241135,19,6,8,205,1,1,6.35,1
14.105415736366515,11,4,10,239,1,0,5.25,0
15.387812063940116,17,3,3,598,0,0,11.26,0
12.317549423169208,22,4,3,388,1,1,12.43,0
2.3114369824868337,12,4,5,218,1,2,12.18,1
0.07788657685972192,4,3,0,538,1,2,17.74,0
13.177617286659448,3,5,2,585,0,1,14.03,0
2.7946913852653066,13,3,3,663,0,0,13.24,0
17.00421008061028,7,1,1,62,1,0,17.05,0
16.568677380651028,8,2,0,530,0,1,13.59,0
9.586935085897094,18,0,1,341,0,0,15.58,0
1.7438803408608015,2,3,2,569,1,2,13.56,1
2.431459660493468,4,3,0,180,0,1,15.23,0
9.523633262390398,20,4,6,604,1,2,8.77,0
1.9057311571535853,17,1,5,548,1,1,7.21,1
0.928593081478774,0,6,3,140,1,1,12.29,0
4.068684960301139,7,6,3,671,1,0,12.3,0
13.756467354035209,18,4,1,161,1,1,12.05,1
5.954127988789686,16,5,2,549,1,0,12.21,0
4.220561682178277,16,3,6,334,1,1,7.44,1
0.5111409867466145,10,3,2,58,0,1,10.65,0
4.7726535775885885,1,4,5,380,1,1,9.04,0
23.052848739231585,5,3,5,547,1,1,7.34,0
0.7546029332113208,21,5,2,521,1,1,11.23,0
3.6524766249075187,13,2,5,437,1,0,11.43,0
10.493043189503972,2,0,5,537,1,2,12.91,0
6.75017124176835,11,0,4,653,0,0,14.95,0
5.970372126508366,3,0,4,134,0,2,10.0,0
6.06143778112245,11,2,1,581,0,0,15.6,0
2.2274617115747457,12,3,0,349,0,2,14.67,0
1.737810421335476,1,4,1,75,1,0,12.73,1
8.286872536298562,1,6,1,270,1,1,14.0,0
8.306640995435144,14,1,4,299,0,0,13.0,0
10.089750236839574,22,3,1,696,1,1,12.2,0
12.223079809183181,16,2,4,657,0,0,9.76,0
3.5804661846645187,6,5,3,66,1,1,10.78,0
3.480921887755996,13,2,1,234,1,0,11.95,1
8.004749661542437,11,6,7,515,1,1,10.8,1
5.2485953744390015,16,0,2,139,0,0,10.87,0
6.052753242557585,13,3,7,515,1,0,7.22,1
7.943097374771025,5,6,3,347,1,2,12.22,0
11.036617381733835,18,0,4,621,1,2,11.26,0
2.062412035688271,23,1,3,105,1,1,10.78,0
2.3546839436377818,5,5,3,639,0,2,14.97,0
0.4934801959368028,17,0,2,527,0,0,11.14,1
4.3170701330471735,23,1,3,508,0,0,11.26,0
0.18302052105428498,4,2,3,418,1,0,7.75,1
3.133034740910548,23,0,4,617,1,0,10.19,0
3.9114729284356295,23,0,2,622,0,0,9.75,0
1.6881533015726125,5,4,1,393,0,1,11.37,0
4.468162650730877,1,5,3,338,1,0,7.69,0
0.15487531050737272,7,5,5,92,1,0,8.21,0
0.1903174964139469,14,6,5,296,0,1,9.85,1
8.64675684769068,14,2,1,62,0,0,12.71,0
2.2329251210387238,10,4,1,69,1,0,12.37,0
0.6794452064871399,21,6,5,715,0,0,9.35,0
3.693267941395078,21,1,2,289,1,2,11.39,1
7.3482397022286765,23,6,9,296,1,0,6.73,0
1.2155900171495169,0,1,1,696,1,2,12.98,0
4.876098093282464,17,2,5,690,1,1,10.55,0
0.44605514494948645,11,5,7,254,0,0,8.0,1
0.265325479551547,11,1,4,412,1,0,9.93,1
3.789544703127605,10,2,4,527,1,1,12.36,0
3.889552213473711,7,6,2,668,0,2,13.61,0
5.072687241023079,6,1,5,34,0,0,9.94,0
6.4748028145834216,22,3,4,475,1,0,13.19,0
18.617785043499964,20,0,7,317,1,0,8.57,0
3.631455596151781,1,6,3,87,0,0,11.28,0
1.950098570529894,10,5,5,101,1,2,9.86,1
7.928269898663432,21,6,5,696,1,0,10.33,0
1.5792573271806865,9,3,2,709,0,0,10.57,1
2.8899171563665065,2,2,4,570,1,2,7.05,0
0.4085258429183495,19,2,2,111,1,0,12.96,0
0.1283880477073719,9,6,4,647,1,1,12.47,1
16.43689961634301,17,3,0,306,1,1,12.0,0
9.038838210575314,13,6,3,551,1,0,13.75,0
5.953213663996708,17,0,5,603,1,0,6.71,0
2.6292982223257093,23,0,3,165,0,0,10.48,0
0.9515326807105438,7,4,2,143,1,2,15.81,0
0.8506037078642708,9,1,2,186,1,1,13.11,1
1.440029945632918,21,4,5,425,1,0,9.4,0
3.983953241566573,12,0,1,258,1,1,13.7,0
6.2692464388838784,20,3,1,641,1,1,15.59,0
5.396951748483993,7,1,3,284,0,0,8.71,1
1.6420613069449796,3,3,4,208,1,0,13.44,0
15.490517492781532,3,4,1,258,0,1,12.22,0
6.695087024376132,4,2,7,396,1,0,9.82,0
4.0411524096566565,0,3,1,60,1,2,11.97,0
4.7301523601871756,16,4,2,137,0,1,15.77,0
2.7201893276602567,1,4,2,311,1,0,12.34,0
1.4233064613703175,7,4,5,650,1,2,7.34,1
2.200070646615562,6,2,3,419,1,0,12.54,0
7.090909238783566,14,2,2,570,0,2,15.0,0
0.07249039860402139,4,6,4,558,1,0,13.18,0
0.6169019611998803,1,2,2,433,1,1,12.59,0
0.23547188476260264,6,1,2,199,1,1,14.02,1
0.20790725958646214,7,2,5,204,1,0,9.16,1
9.671015168078293,6,2,2,103,1,0,13.58,0
6.081203058503442,6,2,4,483,0,1,11.53,0
3.213922972064462,13,3,0,538,1,1,8.21,0
0.5147845922390663,20,2,8,269,1,0,5.6,1
3.3825898289861662,17,1,1,125,1,2,13.62,0
3.207251660471856,5,4,5,543,0,1,10.33,0
0.950973564001125,3,3,2,231,1,0,12.34,0
2.844495656511619,9,0,5,66,1,1,10.18,0
2.5416830729160345,17,2,1,120,0,0,15.62,0
4.783612164565673,11,6,4,262,0,2,11.51,0
5.04057268020456,15,6,3,688,1,0,6.93,0
0.23181162010267364,6,4,3,282,1,0,15.5,1
2.346920023275308,5,4,2,400,1,0,8.59,1
4.915624973913642,4,3,2,473,1,2,14.32,1
3.4971972630389487,2,6,2,470,1,0,9.27,0
9.706747265877194,11,0,5,93,1,0,12.85,0
5.374873820274989,14,5,4,34,0,0,10.24,0
0.8892643438365366,9,6,2,687,0,0,13.17,0
0.3659121812812042,19,6,4,101,1,0,6.83,1
5.141970735544455,18,1,6,426,1,1,10.66,1
0.13434536333697214,15,5,6,646,1,0,10.03,1
4.406736889036454,10,4,2,359,1,1,13.63,0
14.086277276935759,7,5,1,577,1,0,15.1,0
4.283912227887722,2,6,2,176,0,1,12.76,0
2.4565034611195364,22,4,2,444,1,0,11.98,0
5.15413578922491,6,5,4,378,1,1,9.18,1
3.0647798702554563,22,4,2,394,1,0,11.51,0
3.944071802881601,6,4,3,445,1,0,14.01,1
14.190635731164996,13,3,3,654,1,0,9.92,0
2.439637636750936,1,0,4,536,0,0,7.11,1
16.24545930753377,9,4,2,552,0,0,10.42,0
11.787880918849595,18,1,2,279,0,1,13.61,0
1.08948130470225,8,6,2,278,1,1,11.79,0
0.3594207765157851,15,6,1,380,1,0,14.41,1
0.5311266774081511,18,1,4,298,0,0,6.8,0
0.09194943923616852,17,2,1,477,1,1,7.23,1
0.4960250582787707,8,4,4,112,1,2,11.33,1
5.744374362885836,15,4,7,570,0,0,10.41,0
0.36924813473213514,12,4,4,436,1,0,7.38,1
1.9207859414743425,9,5,2,368,1,0,13.45,0
9.317630200486386,19,4,2,109,1,0,14.78,0
0.11773501590355755,13,4,6,124,1,0,9.19,1
8.422652530929792,11,1,1,288,0,2,15.0,0
1.6554173341981473,18,0,2,151,0,0,12.78,1
0.6287505991455382,6,0,3,153,0,0,11.07,0
5.9657770421995675,22,2,2,564,0,2,14.04,0
4.956995882166101,14,1,6,318,1,0,13.03,1
10.497079070434733,15,4,3,491,1,0,10.48,0
6.641467893822002,7,0,3,121,1,0,11.42,0
8.134979029969891,9,3,4,53,1,0,8.82,0
1.6566693115336928,3,3,0,136,0,1,14.31,0
0.9766664802022349,18,3,3,81,0,0,11.29,1
6.943781980027124,18,4,4,323,0,1,13.12,0
8.221045916217097,20,4,8,329,0,1,10.44,1
23.28502445070115,14,2,3,374,1,0,13.18,0
2.660396770763025,13,6,1,411,1,1,15.29,0
2.3262195598086635,0,2,4,597,1,1,9.39,1
7.489772516717935,15,2,1,223,1,2,11.29,0
2.0836683546537658,9,5,3,586,0,0,12.47,0
13.350689621996633,18,3,1,465,1,0,13.24,0
9.774195785831246,21,4,6,414,1,2,13.2,0
2.8017780472107985,2,3,3,401,0,0,7.76,1
6.948923582477305,4,2,3,349,1,0,12.84,0
7.023164934275085,8,4,5,268,0,1,11.21,0
0.5441875940335901,17,1,6,421,1,0,7.68,1
11.642228404338159,10,0,1,677,1,0,11.26,0
3.5185374487837717,15,0,3,314,1,2,10.92,1
8.75666278761665,1,2,2,42,1,1,9.12,0
1.9286771308225414,11,6,3,414,1,1,14.51,1
11.29395257272963,21,3,3,570,1,0,17.0,0
2.464942270300856,5,1,3,719,1,1,10.92,0
0.05448403307587739,10,4,1,322,0,1,11.92,1
11.789536484812269,7,6,1,286,1,0,10.58,0
0.4786280527423763,11,3,1,137,1,0,11.01,0
1.9232681669251943,1,2,4,610,1,1,9.62,1
14.984861915941428,8,3,1,717,0,0,15.62,0
15.039747700519948,14,2,2,212,0,0,18.79,0
4.259986455276319,1,5,1,396,1,0,11.75,0
4.996150401952623,0,0,3,563,0,0,9.8,1
2.975073318114288,9,6,1,552,0,0,10.86,0
1.7351138937309851,1,0,2,314,0,2,13.3,1
1.9924316727519487,11,3,2,288,0,0,13.09,0
5.581617899642532,22,1,4,202,0,0,11.0,1
6.979189368315386,7,4,3,359,1,0,10.71,0
7.840977081105743,4,2,1,481,1,0,15.92,0
7.794155159243709,21,4,4,500,1,0,12.33,0
0.4781847327015972,0,0,2,110,1,0,13.84,0
3.41024798286678,14,1,3,350,0,0,12.34,0
0.29640853224368896,5,1,4,470,1,0,10.42,0
3.9873065784769643,11,4,2,428,1,0,10.97,0
2.912776374936418,7,0,3,217,0,2,12.64,1
10.933093321104007,12,4,4,467,0,0,11.65,0
2.1609580973394253,18,3,2,477,1,1,13.53,0
0.6225298877622544,0,1,2,499,0,0,9.27,1
0.7715382727105968,10,1,3,569,1,0,12.28,0
7.167152735395469,19,3,8,490,1,1,6.98,0
4.814528398740175,0,0,5,544,0,0,8.24,0
0.5330435612269272,7,1,2,266,1,0,13.86,0
0.4392776083430254,4,6,3,210,1,0,11.95,0
6.036042358265499,16,5,2,439,0,0,17.11,0
0.37773044762898567,7,5,0,545,1,1,14.97,0
8.625929269042906,9,5,3,101,0,1,11.01,0
6.124998765650025,1,2,2,211,1,0,12.18,0
0.4242437529015603,8,6,4,133,0,0,8.46,0
0.44326933888903347,23,2,1,301,1,2,15.66,0
21.57729281029046,22,0,3,316,0,0,12.23,0
2.344187912761448,2,3,3,116,1,1,12.26,0
2.3152763023765623,17,4,2,415,1,2,10.27,1
8.377877016413386,6,6,2,102,0,0,13.96,0
14.710822689816219,14,0,4,632,1,0,8.93,0
21.34386969800992,20,4,3,714,0,2,10.49,0
6.999496150581709,21,0,4,339,1,0,11.05,0
2.360104998095628,19,2,2,728,1,0,11.24,0
0.4359699684897863,17,5,2,472,1,0,10.82,0
7.506212702273128,2,3,2,265,0,0,12.3,0
4.086802037807465,22,2,6,703,0,2,11.22,0
2.7601656265248686,13,3,0,614,1,0,15.79,0
11.841188377390452,23,6,2,259,1,0,13.81,0
0.5894010398594012,1,4,4,283,1,1,11.77,1
3.3925255468647713,13,0,1,703,1,0,12.25,0
0.057092947162708345,21,1,3,384,1,1,13.84,0
3.1617718479146313,10,1,4,524,1,2,7.33,0
0.2897521553296289,15,3,2,439,0,2,13.27,0
0.6324549796558561,7,5,2,228,0,0,14.08,0
0.6251311600372813,6,5,3,458,0,1,11.42,0
5.237841932034858,10,3,5,504,0,0,8.56,0
6.852988587982364,2,2,4,617,1,0,10.73,0
4.377768886014342,16,1,2,371,1,0,10.88,0
16.373601045511887,13,2,1,503,1,1,14.23,0
2.348982889601336,5,4,4,426,0,0,12.69,1
1.6823457871027936,7,1,7,455,1,1,9.29,1
10.147512690851148,21,4,8,74,1,0,8.37,1
1.265410338659267,4,0,4,372,1,2,12.32,1
16.514350531259552,7,2,4,720,1,0,12.55,0
0.061144721794846535,1,3,2,46,0,2,10.84,1
17.51263461439741,14,1,3,248,0,1,8.52,0
0.22059499309250946,11,2,3,625,1,2,12.16,0
11.088606145800044,16,3,2,220,1,1,14.25,0
3.750716251746952,0,0,5,420,0,1,6.84,1
24.784143039630166,14,1,4,468,1,0,10.94,0
0.3833068797722747,13,4,2,673,1,1,14.66,1
4.035548318666744,19,0,5,526,1,0,9.77,1
17.417876106280026,21,5,2,123,0,0,15.44,0
3.70221966590522,15,3,3,124,1,1,14.27,1
4.963141451905937,8,1,4,725,0,0,10.43,0
5.949506190583871,0,1,1,673,0,0,12.46,0
3.0306387783847546,16,6,6,111,1,0,8.5,1
4.938370865040111,12,6,3,369,1,0,11.87,0
4.389129309028778,20,0,1,389,0,0,10.85,0
11.571163847413237,20,1,1,141,0,0,10.48,0
0.23255730871740488,4,3,2,332,1,0,7.86,0
1.6492136294937922,9,0,2,80,1,1,12.36,1
15.019980029304655,5,4,2,690,1,0,16.48,0
11.04837914226743,23,0,6,310,1,2,5.22,1
3.0408763097981,18,0,0,142,1,2,13.63,0
4.839665143694886,12,4,4,65,1,0,10.37,1
1.6243670994756507,0,5,4,652,1,0,10.5,1
1.0420208071803225,19,6,5,712,0,0,12.51,1
3.1152929940204936,14,3,4,107,0,2,9.02,0
2.179767673083667,13,5,3,569,0,1,7.71,0
4.381218530033215,7,5,3,74,0,1,10.53,0
0.40461142216592394,9,5,4,333,0,2,9.46,0
18.324800612612837,8,6,3,421,1,2,7.14,0
21.419327877762694,16,2,5,683,0,2,10.49,0
5.989319409563947,8,6,2,44,0,1,10.03,0
3.8403921720604495,2,5,5,669,0,2,9.83,0
1.8518965077718,10,2,1,196,0,2,12.47,0
8.404535837439983,11,4,1,694,1,0,11.05,0
5.771647918244078,9,6,3,92,0,2,13.38,0
0.8873682705024419,16,3,3,600,1,1,11.04,0
12.091505459995638,16,5,3,232,0,0,11.71,0
8.644972556836358,10,1,3,186,1,0,12.77,0
14.958692625167181,21,4,1,544,0,1,13.78,0
6.4680200209806715,3,2,4,580,1,0,11.09,0
4.752020097956864,6,6,7,307,0,2,6.75,1
2.7085125329655666,20,3,2,130,1,0,10.18,0
13.49509180773559,13,0,1,198,0,2,13.52,0
10.0519619002346,6,3,4,561,1,0,8.88,1
0.23136469326561393,23,3,5,432,0,0,11.59,0
0.13360408433255683,7,5,1,170,0,2,12.94,1
2.361738807916314,0,5,3,376,1,0,12.9,1
8.31823861498043,23,6,4,222,1,2,8.83,1
21.82137734110084,21,6,1,181,1,0,10.92,0
0.8150475496723985,3,2,7,415,1,2,11.76,1
4.508620651078679,11,6,2,237,1,0,12.1,1
2.3973684987904806,23,2,4,578,1,0,12.63,0
17.51854277187981,2,5,1,417,1,2,10.38,0
9.229566037168173,12,5,2,107,1,0,11.83,0
9.110950232349285,19,1,4,201,0,2,13.4,0
